Win Share,
79,5300A,45.244585,
80,590V,45.244585,
81,2775B,45.162916,
82,6891X,44.427896,
83,12G,44.264558,
84,1028A,44.264558,
85,311Y,44.182889,
86,99451A,44.101220,
87,7776Z,43.937882,
88,2587K,43.366200,
89,2398B,43.366200,
90,9922A,43.121193,
91,2114X,43.121193,
92,97371A,43.039524,
93,244D,42.957855,
94,1826Z,42.794517,
95,4149G,42.712848,
96,4410B,42.712848,
97,9447A,42.549511,
98,624K,42.549511,
99,33172A,42.549511,
100,134F,42.141166,
101,248F,41.977828,
102,7700S,41.977828,
103,77788G,41.896159,
104,21246J,41.814490,
105,2719C,41.732821,
106,248G,41.651152,
107,11950A,41.324477,
108,10E,41.324477,
109,7209X,40.997801,
110,6844B,40.997801,
111,7536B,40.752794,
112,8601D,40.671125,
113,41364A,40.671125,
114,7536D,40.589456,
115,9019R,40.181112,
116,81N,39.936105,
117,6291B,39.772767,
118,98377F,39.691098,
119,2360H,39.527760,
120,248A,39.446091,
121,916B,39.037747,
122,99905A,39.037747,
123,5M,38.956078,
124,1064A,38.956078,
125,134H,38.874409,
126,12J,38.629402,
127,333R,38.629402,
128,53A,38.466064,
129,2501B,38.302726,
130,9411C,38.221057,
131,244B,38.221057,
132,404Z,38.221057,
133,91709A,38.139389,
134,1045B,37.976051,
135,2567A,37.731044,
136,80075P,37.649375,
137,916A,37.404368,
138,5450A,37.159361,
139,7776B,37.077692,
140,6793A,36.996024,
141,1341W,36.751017,
142,5450C,36.751017,
143,98377C,36.751017,
144,3018V,36.669348,
145,21246Z,36.669348,
146,53D,36.342672,
147,25461Z,36.097665,
148,288G,35.852659,
149,74624A,35.770990,
150,98377A,35.525983,
151,42368B,35.444314,
152,333E,34.790963,
153,9922X,34.790963,
154,1933B,34.545956,
155,2398K,34.300949,
156,624P,34.219280,
157,3815G,34.003971,
158,4825A,33.729267,
159,1506A,33.075915,
160,4255B,32.994246,
161,4495P,32.912577,
162,355V,32.890304,
163,2477Z,32.667570,
164,4255A,32.504233,
165,91C,32.014219,
166,9050C,31.197530,
167,6891A,31.197530,
168,7133A,31.034192,
169,99451B,30.789185,
170,2567Y,30.707516,
171,6219A,30.625847,
172,9065C,30.299172,
173,21636A,29.482482,
174,2019B,29.155807,
175,7870E,28.339117,
176,687E,28.012442,
177,9050D,27.767435,
178,5829B,27.359090,
179,3815F,25.970719,
180,12F,25.399036,
181,1563A,24.827354,
182,66099A,24.174002,
Total Score,
1,13800B,124.452433,
2,8675A,113.778064,
3,1970K,110.423075,
4,6135W,103.999926,
5,4004X,96.590711,
6,2501J,96.174182,
7,323Y,95.413985,
8,2131E,89.244048,
9,920C,89.111029,
10,536C,88.288082,
11,202Z,87.380093,
12,1859X,86.969196,
13,1483B,85.555810,
14,1492W,85.377660,
15,8110X,84.150521,
16,2719D,83.771586,
17,4149C,83.216421,
18,4004Y,82.726472,
19,3141S,82.644120,
20,2131W,80.667067,
21,5W,79.012194,
22,8110C,78.176956,
23,7686A,76.686580,
24,3815M,75.972512,
25,17080A,75.004678,
26,2567X,74.016237,
27,244A,73.135577,
28,98177A,72.600603,
29,10C,72.546836,
30,1492X,71.135939,
31,288C,71.133634,
32,2719B,70.851151,
33,8675C,70.816864,
34,323G,70.579562,
35,9922Z,69.838203,
36,1045A,69.767004,
37,355E,69.276362,
38,21000C,68.817888,
39,7536A,68.514333,
40,2114B,65.913030,
41,6302Y,65.611458,
42,974X,65.451090,
43,21246C,65.450120,
44,1200Z,65.270051,
45,2131X,64.752394,
46,3018A,63.152948,
47,500K,62.944788,
48,7422H,61.801142,
49,8771Y,61.669676,
50,1898M,61.626015,
51,4148A,61.503328,
52,4911A,61.165879,
53,1814D,61.087049,
54,40500H,60.119721,
55,98725B,60.100547,
56,1008M,59.963547,
57,8332A,56.516710,
58,12G,56.019723,
59,2886B,55.928452,
60,7776Z,55.609914,
61,7209X,55.213813,
62,1859W,54.734591,
63,42700A,54.369004,
64,6024B,54.330057,
65,10E,53.802207,
66,1115C,53.298420,
67,1492V,53.194549,
68,9909B,53.015268,
69,2775B,53.003145,
